premise,hypothesis,label
The girl in the red shirt is blowing a bubble ,The young girl is blowing a bubble that is huge,neutral
"Some corndogs are being eaten by two toddlers who are in a wagon, which is really small","Two toddlers are eating corndogs in a wagon, which is really small",entailment
A man is getting on a horse on a track laid in the wild,A horse is tossing the cowboy wearing pants of blue and red color,neutral
An adult is in the amphitheater and is talking to a boy,There is no adult in the amphitheater talking to a boy,contradiction
A talk about an adult and a boy is given in the amphitheater,An adult is in the amphitheater and is talking to a boy,neutral
The snowboarder isn't leaping over white snow,A person who is practicing snowboarding jumps into the air,neutral
A woman is riding a horse,A man is opening a small package that contains headphones,neutral
A fish is hunting for a turtle in the sea,The turtle is following the fish,neutral
A potato is being sliced by a woman,A woman is slicing a carrot,neutral
A woman is combing her hair,A woman is arranging her hair,neutral
A woman is combing her hair,There is no woman combing her hair,contradiction
A man and a woman are hiking through a wooded area,A man and a woman are walking together through the woods,entailment
A man and a woman are walking together through the woods,A man and a woman are walking through a wooded area,entailment
A man is slicing a bun,A man is slicing a tomato,neutral
A woman is dancing and singing alone,A woman is dancing and singing with other women,contradiction
Some women are dancing and singing ,A woman is dancing and singing in the rain,neutral
A woman is dancing and singing with other women,A woman is dancing and singing in the rain,neutral
A band is playing on a stage,A band is playing onstage,entailment
A man is playing flute,A man is playing a game with a ball,neutral
The woman is measuring the other woman,A woman is being measured by another woman,entailment
A person is standing near a motorcycle,A person is chopping an onion,neutral
A man is screaming,A man is scared,neutral
A sad man is crying,A man is screaming,neutral
A woman is cutting shrimps,A man is chopping butter into a small container,neutral
Men are sawing logs,Men are cutting wood,entailment
A man is talking on the radio,A man is spitting,neutral
"Three young men are running, jumping and kicking near a vending machine","There is no man running, jumping and kicking near a vending machine",contradiction
Three men are jumping off a wall,"Three young men are furiously running, jumping and kicking near a vending machine",neutral
The man is not stirring the sauce for the chicken,The man is stirring the sauce for the chicken,contradiction
A man is playing an electric guitar,A man is playing guitar,entailment
A man is playing a guitar,A man is strumming a guitar,entailment
Three boys in karate costumes aren't fighting,Three boys in karate costumes are fighting,contradiction
Three men are practicing karate outdoors,Three boys in karate costumes are fighting,neutral
A woman is planting some flowers,A woman is cutting broccoli,neutral
A hole is being burrowed by the badger,A badger is shrewdly digging the earth,entailment
A snake is being fed a mouse by a man,No snake is being fed a mouse by a man,contradiction
Some ingredients are being mixed in a bowl by a person,Some ingredients are being separated in a bowl by a person,neutral
A boat is sailing peacefully over the water,The guitar is being played by the man,neutral
The milk is being drunk by a cat,The cat is drinking some milk,entailment
A man is emptying a container made of plastic completely,A man is emptying a container made of plastic,entailment
A man is emptying a container made of plastic,A man is carelessly holding a frog,neutral
A flute is being played in a lovely way by a girl,A flute is being played by a girl,entailment
The adult is playing the guitar loudly,A flute is being played by a man,neutral
A man is playing the guitar loudly,A flute isn't being played by a man,neutral
"The girl, who is little, is carefully combing her hair into a pony tail","The girl, who is little, is combing her hair into a pony tail.",entailment
One man is sitting on the chair,"The girl, who is little, is ruffling her hair",neutral
The microphone in front of the talking parrot is being muted,The parrot is talking into the microphone,neutral
The kittens on the trays are being eaten as food for an advertisement,The food on the trays is being eaten by the kittens,neutral
The food on the trays is being eaten by the kittens,A few kittens are eating,entailment
One person is playing the guitar and singing,A person is playing a guitar and singing,entailment
The horse is being ridden by a man,A man is riding the horse,entailment
A man is dangerously throwing knives at a tree,Some dangerous men with knives are throwing a bike against a tree,neutral
A lady is cutting up some meat precisely,Some meat is being cut into pieces by a woman,entailment
The man is denying an interview,The man is granting an interview,contradiction
The man is granting an interview,A man's white car is being driven away,neutral
A small boy is scolding a dog,A small boy is playing with a dog,neutral
The picture of a camera set up is being taken by a man on the beach at the sunset,A man is taking pictures of a lake,neutral
A woman is sewing with a machine,A woman is using a machine made for sewing,entailment
Someone is falling off a horse,The man is not knocked off of a horse,neutral
A woman is tapping her fingers on a table,A woman is resting her fingers on a table,neutral
A woman is tapping her fingers,A woman is resting her fingers on a table,neutral
The cat is playing passionately with a watermelon,The cat is playing with a watermelon,entailment
The cat is playing passionately with a watermelon,A cat is playing with a watermelon,entailment
A person is burning some cameras with a blow torch,The tall person is setting fire to the cameras,neutral
Some cameras are being burned by a person with a blow torch,The person is setting fire to the cameras,entailment
A person by some cameras is blowing on a burning torch,The person is setting fire to the cameras,neutral
A person is cutting an onion into pieces,A person is slicing a carrot into pieces,neutral
The man is not slicing the potato,The man is slicing a potato,contradiction
Someone is cutting a tomato,The woman is holding a whole tomato,neutral
The lady is slicing a tomato,There is no one cutting a tomato,contradiction
The lady is slicing a tomato,Someone is cutting a tomato,entailment
A man is preparing some dish,An onion is being sliced with a knife by the woman,neutral
One man is running down the road,A man is running,entailment
Some people are singing,A group of people is singing,entailment
The man is playing a guitar,A man is playing a trumpet,neutral
A few people are floating on a raft,People are riding and paddling a raft,neutral
People are riding and paddling a raft,Four people are floating on a raft,neutral
There is no cat eating corn on the cob,A cat is eating some corn,neutral
The person is slicing a vegetable,Nobody is slicing a tomato,neutral
Someone is strumming the guitar,Someone is playing the guitar,entailment
Three women are dancing,A few women are dancing,entailment
A bull dog is being brushed by the monkey,The monkey is brushing a bull dog,entailment
The monkey is brushing a bull dog,A bull dog is brushing the monkey,neutral
The lady isn't cracking an egg for the mixer,The lady is slicing up the meat,neutral
A few ferrets are climbing out of the cage,Ferrets are climbing down from a shelf,neutral
A man is hurriedly getting into a car in a garage,A man is getting into a car,entailment
A man is parking a car in a garage,A man is getting into a car,neutral
The person is slicing a clove of garlic into pieces,The person is not slicing a clove of garlic into pieces,contradiction
Noodles are being boiled in water by a woman,A woman is boiling noodles in water,entailment
There is no karate practitioner kicking at another man who is wearing protective boxing gloves,A karate practitioner is kicking at another man who is wearing protective boxing gloves,contradiction
The man is kick boxing with a trainer,There is no karate practitioner kicking at another man who is wearing protective boxing gloves,neutral
The man is kick boxing with a trainer,A karate practitioner is kicking at another man who is wearing protective boxing gloves,neutral
"A woman, who is seated, is singing a song and playing the guitar",A seated woman is singing a song and playing the guitar,entailment
A woman on a rock is lying on a blanket and reading a book,A woman is rocking over a blanket lying on someone reading a book,neutral
The woman is not playing an electric guitar,A man is playing an acoustic guitar,neutral
A man and woman are talking,A man and a woman are eating happily,neutral
A person is pouring oil for cooking into a pot,A person is pouring cooking oil into a pot,entailment
"A guinea pig, which is small, is gnawing and eating a piece of carrot on the floor",A small guinea pig is gnawing and eating a piece of carrot on the floor,entailment
A small guinea pig is gnawing and eating a piece of carrot on the floor,A guinea pig is devouring a carrot,entailment
A plane is landing,An animated airplane is taking off,neutral
A woman is taking a mixture out of a bowl,A woman is preparing an egg in a skillet,neutral
The lady is penciling on eyeshadow,The woman is penciling on eyeshadow,entailment
A little girl is playing a grand piano on stage,A girl is practicing the piano,neutral
A woman is playing a flute,The woman is not playing the flute,contradiction
The man is lifting barbells,The man is lifting weights,entailment
A woman is putting on makeup,There is no woman putting on makeup,contradiction
The woman is cutting a carrot,An onion is being sliced by a woman,neutral
Two men are fighting in a cattle pen,Two men are outside a cattle pen,neutral
A big green ball is missing a potato,A big green ball is knocking a potato,neutral
A large green ball is hitting a potato,A large green colored ball is hitting a potato,entailment
A large green ball is missing a potato,A large green ball is hitting a potato,neutral
A large green ball is hitting a potato,A big green ball is missing a potato,contradiction
A man is playing a guitar,A man is laying down a guitar,neutral
A woman is playing an electric guitar,A man is laying down a guitar,neutral
The puppy is not playing with a plastic container,The puppy is playing with a plastic container,contradiction
A woman is driving a car and is talking to the man who is seated beside her,There is no woman driving a car and talking to the man seated beside her,contradiction
A man is flooring a sitting guitar player,A man is sitting on the floor in a room and strumming a guitar,neutral
A woman is using a pencil for eyes and is applying eye liner to her eyelid,A woman is applying cosmetics to her eyelid,entailment
There is no woman using an eye pencil and applying eye liner to her eyelid,A woman is applying cosmetics to her eyelid,contradiction
A monkey is kicking at a person's glove,The monkey is practicing martial arts,neutral
A kid is throwing away an instrument,A young boy is playing a wind instrument,neutral
A man is trekking in the woods,The man is not hiking in the woods,neutral
There is no boy walking across a bridge,A boy is walking across a bridge,contradiction
A woman is placing two eggs into a pot of water,A woman is putting two eggs into a pot of water,entailment
A child is running in and out of the waves of the ocean,A child is running in and out of the ocean waves,entailment
A woman is putting away carrots,A woman is coating a pork chop,neutral
A woman is grating carrots,A cook is coating a pork chop,neutral
The woman is chopping some bread and fried pork,A woman is cooking a breaded pork chop,neutral
There is no man standing on a roof top and playing a violin,A man is standing on a roof top and playing a violin,contradiction
A woman is cleaning a shrimp,The woman is cleaning a shrimp,entailment
A woman is riding a water scooter,A woman is riding a scooter for water,entailment
A panda bear is eating some bamboo,Some bamboo is being eaten by a panda bear,entailment
Someone is beating an egg,The woman isn't stirring eggs in a bowl,neutral
A woman is deboning a fish,A big fish is catching a man,neutral
A tray is being buttered by a person,A person is buttering a tray,entailment
The man is chopping a tree trunk with an axe,A man is chopping a log with an axe,neutral
The cat is looking out the window at the table on the perch,The cat perched on the table is looking out the window,neutral
A dog is licking a baby,The dog is licking the baby,entailment
A woman is putting away the garlic,A woman is chopping up garlic,neutral
The man is not dancing,A woman is dancing,neutral
Someone is cooking okra in a pan,Okra is being cooked in a pan,entailment
A man is playing the drum,A man is practicing the drum,entailment
One man is doing floor exercises,A man is doing exercises,entailment
A woman is putting meat in a pan,There is no woman putting meat in a pan,contradiction
Someone is dropping the meat into a pan,The meat is being dropped into a pan,entailment
A boy is filling a pitcher with water,A pitcher is being filled with water by a boy,entailment
A woman is collecting the water from a tap in a mug,A boy is filling a pitcher with water,neutral
It is raining on a walking man,A man is walking in the rain,entailment
Racers are running down a track,There are no racers running down a track,contradiction
A toy train is striking a toy car,A toy train is missing a toy car,contradiction
The person is slicing onions,Onions are being sliced by the person,entailment
Swimmers are racing in a lake,Some racers are swimming in a lake,entailment
A talented man is playing the guitar,A woman is playing a guitar,neutral
A person is scrubbing a zucchini,The person is scrubbing a zucchini,entailment
A woman is slicing a pepper which is green,A woman is slicing a green pepper,entailment
A man is stopping in the middle of a road,A man is walking down a road,neutral
A man from the wilderness is on a walking path,A man is walking down a road,neutral
The man is walking along a path through the wilderness,A man is lazily walking down a road,neutral
A man is dancing on the ceiling of a room,The man is dancing upside-down on the ceiling,entailment
There is no man exercising,A man is exercising,contradiction
The man is singing and playing the guitar,The guitar is being played by a man,entailment
A man is packing the guitar,The man is singing and playing the guitar,neutral
Boys are not dancing in front of some people,Boys are dancing in front of some people,contradiction
A boy is looking at a calendar,There is no boy checking a calendar,contradiction
A woman is peeling a potato,A woman is refrigerating a potato,neutral
There is no man singing and playing a guitar,A boy is playing a piano,neutral
A man is recklessly climbing a rope,A man is climbing a rope,entailment
A man is climbing a rope,The man is climbing up a rope,entailment
A man is climbing a rope,A man is climbing up a rope,entailment
The lady is picking up the kangaroo,The woman is picking up the kangaroo,entailment
A man is breaking tiles with his hands,There is no man breaking wooden boards with his hand,neutral
A dog is running breathlessly on the road,A dog is running on the road,entailment
A man is running on the road,A dog is running breathlessly on the road,neutral
The man is hurling knives at a tree,The man is throwing knives at a tree,entailment
The man is removing knives from a tree,The man is throwing knives at a tree,neutral
One man is riding a horse,A man is riding a horse,entailment
There is no man drawing a picture,A man is drawing a picture,contradiction
There is no man eating food,A man is eating a pizza,contradiction
A dog is bouncing on a trampoline,A dog is jumping on a trampoline,entailment
Several boys are jumping on a trampoline,A man is doing back flips on a trampoline,neutral
A man is playing a wooden flute,There is no man playing a wooden flute,contradiction
There is no man playing the piano,A man is playing the piano,contradiction
The man is erasing the drawing on the board,The woman is erasing the drawing on the board,neutral
There is no dog playing with a toy,A dog is eating a doll,contradiction
A dog is eating a doll,A dog is playing with a toy,neutral
A man is dancing,A man is praying fervently,neutral
The woman is slicing cooked octopus,A woman is chopping up an octopus,entailment
A man is drawing,There is no man drawing,contradiction
The man is drawing,There is no man drawing,contradiction
A man is eating a banana,A man is eating a fruit,entailment
A man is cutting a note,A man is cutting a paper,entailment
A man is playing a guitar,There is no one playing a piano,neutral
Two men in a race are flipping the tires of a tractor,Two men are competing in a tire rolling race,neutral
The men are talking,Some old women are talking,neutral
A man is punching a soccer ball,A man is mixing the content of a bowl,neutral
The doctors are healing a man,The doctor is helping the patient,entailment
A keyboard is being played by a man,A man is playing a harp,neutral
A man is cutting a thick rope with a sword,There is no man cutting a rope with a sword,contradiction
A woman is slicing a potato,A woman is cutting a potato,entailment
A group of men is playing soccer on the beach,A group of boys is playing soccer on the beach,neutral
A man is fitting a silencer to a pistol,A man is applying a silencer to a gun,entailment
The girl is sitting on the couch and is crocheting,There is no girl playing the violin on a beach,neutral
A man is cooking a snake,There is no man cooking a snake,contradiction
There is no boy playing guitar,A boy is playing guitar,contradiction
There is no monkey teasing a dog at the zoo,A monkey is teasing a dog at the zoo,contradiction
A monkey is pulling a dog's tail,A monkey is teasing a dog at the zoo,neutral
There is no person cutting some ginger,A person is cutting some ginger,contradiction
A person is cutting some ginger,A person is slicing an onion,neutral
A man is slicing a potato into pieces,A man is not cutting a potato,contradiction
A man is opening a box with a knife,There is no man opening a box with a knife,contradiction
Some instruments are being played by a band,A band is playing some instruments,entailment
A band is not playing some instruments,A band is playing some instruments,contradiction
A person is dancing,A woman is exercising,neutral
A man is doing pull-ups,The man is doing exercises in a gym,neutral
A man is singing and playing a guitar,A man is singing and playing a musical instrument,entailment
Recruits are talking to an officer,An officer is talking to the recruits,neutral
Garlic is being chopped by a woman,A woman is chopping garlic,entailment
A woman is slicing a fish,There is no woman slicing a fish,contradiction
A big cat is opening a plastic drawer with its paws and is jumping inside,A cat is opening a drawer and jumping inside,entailment
The man is talking on the telephone,The man is speaking on the telephone,entailment
A man is cutting onions,A woman is cutting an onion,neutral
A man is opening a door,There is no man opening a door,contradiction
A door is being opened by a man,A man is cutting an onion,neutral
A woman is playing the violin,There is no man playing the piano,neutral
A chef is preparing some food,A chef is preparing a meal,entailment
Two sumo ringers are fighting,Two sumo wrestlers are fighting,entailment
Two sumo ringers are fighting,A man is riding a water toy in the water,neutral
A man is buttering a piece of bread,A woman is buttering a piece of bread,neutral
The woman is putting pasta into a dish,Pasta is being put into a dish by a woman,entailment
A woman is pulling some sticky goo out of a bowl,The woman is not putting pasta into a dish,neutral
There is no girl playing a flute,A girl is playing a flute,contradiction
A large flute is being played by a man,A man is playing a flute,entailment
A man is playing a large flute,There is no man playing a flute,contradiction
An octopus is being sliced by a woman,A woman is slicing an octopus,entailment
A man is playing a flute,A man is not playing a flute,contradiction
A woman is playing the flute,A man is playing a flute,neutral
A woman is cutting a lemon,A woman is cutting fruit,entailment
A group of people are dancing in a show,A group of people are marching,neutral
A cupcake is being eaten by a girl,A girl is eating a cupcake,entailment
A person is eating in a restaurant,A person is making a bed,neutral
The cook is sprinkling cheese on the pizza,The man is sprinkling cheese on the pizza,neutral
A man is reloading a shotgun,A man is firing a shotgun,neutral
A tiger cub is playing with a ball,A baby is playing with a doll,neutral
A baby is playing with a toy,A baby tiger is playing with a ball,neutral
A person is peeling a potato,A potato is being peeled by a person,entailment
A man is rowing a canoe,A man is rowing a boat,entailment
A man and a woman are driving down the street in a jeep,A man and a woman are driving down the road in an open-air vehicle,neutral
A woman is pouring ingredients into a bowl,The chef is seasoning the oil,neutral
A horse is being ridden by a person,A person is riding a horse,entailment
A horse is being ridden by a person,A woman is slicing potatoes,neutral
The man is not doing exercises,The man is doing exercises,contradiction
The man is not doing exercises,Two men are fighting,neutral
Vegetables are being put into a pot by a man,Someone is pouring ingredients into a pot,entailment
A dog is leaving a ball in the dirt,A dog is chasing a ball through dirt,neutral
There is no brown dog standing in the water,A dog with golden fur is in the water,neutral
A young girl in a blue shirt is walking on the sidewalk and holding up a pink sign,A young girl by a pink sign is holding up a blue shirt and is walking on the sidewalk,neutral
The small child is walking through the water and is being guided by another person,A young child is splashing in the water,neutral
"A man and a woman are in a room painted beige, wearing dark colored shirts and a monitor is in the background","A man and a woman are in a beige room, wearing dark colored shirts and a monitor is in the background",entailment
A person wearing jeans is sitting happily on the top of a horse saddle,A woman in jeans is sitting on the saddle of a horse,neutral
A brown and white dog is holding a baseball in its mouth,A black and white dog is dropping a baseball from its mouth,neutral
A young boy wearing a red swimsuit is jumping into a blue kiddies pool,A boy wearing red shorts is jumping into a paddling pool,neutral
Two people are standing in the ocean and watching the sunset,Nobody is standing in the ocean and watching the sunset,contradiction
A race car driver is standing up and pointing his hand at the sky,A race car driver is sitting down and is motionless,neutral
A race car driver is standing up and is fiercely pointing his hand at the sky,The person in the blue jacket is wearing a colorful helmet,neutral
A bicyclist is holding a bike over his head in a group of people,A cyclist is being held over the heads of a group of people with the bike,neutral
"A man is sitting on a boat in font of the sunset, near a flag",A man is standing on a boat in front of the sunset near a flag,neutral
A man is standing on a boat in front of the sunset near a flag,A man is on a boat in front of the sunset,entailment
People at a drag race are running away from the flames that are coming out of the cars,The crowd is watching two racing cars that are leaving the starting line,neutral
Two dogs are playing together on the grass,Two dogs are resting together in the grass,neutral
"A dog, which is black, is running in the grass",A black dog is running in the grass,entailment
A black dog is running in the grass and its tongue is hanging out,A black dog is running in the grass,entailment
A yellow dog is running on white snow on a very sunny day,A yellow dog is running on white snow on a sunny day,entailment
A girl is wearing jeans and a pink shirt and is running,A little boy in a pink shirt is running under a tree in the desert,neutral
A white dog is wearing a Christmas reindeer headband and is playing with a brown dog in the grass,The white reindeer wearing dog ears is near a brown reindeer,neutral
The woman in a red costume is leaning against a brick wall and playing an instrument,The woman in a red costume is not leaning against a brick wall and is not playing an instrument,contradiction
A waterfall is flowing into a shallow pool,The people are walking on the road beside a beautiful waterfall,neutral
A dog is scattering a pack of white sheep on a dusty farm,A dog is herding a pack of white sheep on a dusty farm,neutral
A little boy is wearing a yellow tank top and is laughing,A laughing boy is in a yellow tank and is wearing a top,neutral
The person is not standing on white ice,A person is standing in a vast field of glacial ice,neutral
The ice hockey goalkeeper is wearing a yellow jersey and is defending the goal,There is no hockey player in a yellow jersey guarding the goal,contradiction
A woman is wearing a blue helmet and is riding a bicycle in a parking lot,A woman is parking a blue bicycle and is wearing lots of riding helmets,neutral
A young girl is standing on one leg,A young female is dancing,neutral
A young girl is standing on one leg,A young girl is dancing,neutral
A bee is clinging to a yellow flower,There is no small bee landing on a bunch of yellow flowers,neutral
There is no white dog with beige spots running through a field,A tan dog is running through the brush,neutral
A hurdle is being leapt by a horse that has a rider on its back,A horse and its rider are leaping over a barrier,entailment
Two teenage girls are wearing fancy dresses at an event,Two girls in their teens are wearing fancy dresses at an event,entailment
A classroom full of students is looking attentively in the same direction inside a bamboo structure,A group of students in uniforms is listening attentively at the front of the class,neutral
"A child, who is small, is outdoors climbing steps outdoors in an area full of grass",A small child is outdoors climbing steps in a grassy area,entailment
A little child in a pink sweater is climbing a concrete staircase,A small child is outdoors climbing steps in a grassy area,neutral
A kid in orange is playing outside with a snowball,A snow ball is being made by a child,neutral
The people are not sitting on a bench in front of a restaurant,Three people are sitting on a bench under some palm trees,neutral
A large brown dog and a small grey dog are standing on a rocky surface,A big brown dog and a small grey dog are standing on a rocky surface,entailment
Three boys are resting on rocks along a river,Three boys are walking on rocks along a river,neutral
There is no man dressed in black wearing an elaborate black mask,A man dressed in black is wearing an elaborate black mask,contradiction
"Two children, who are small, are playing with a toy car in the street",A father is pushing his daughter on a go-kart and another girl is watching,neutral
A golden dog is running through a field of tall grass,There is no brown dog running through tall green grass,neutral
The woman wearing the blue and white uniform with a white and blue hat is keeping her mouth open and is near others who are dressed in the same fashion,A woman is wearing a blue shirt with a white vest and a white cap and is talking and marching,neutral
The snowboarder is doing a flip over a mound of snow,Somebody is jumping in the air on a board,entailment
A blonde boy in green is sitting on a swing,There is no little girl with blond hair smiling and sitting on a swing,neutral
A white man is staging a hat and a playing guitar,A man in a white hat is playing guitar on stage,neutral
There is no man in a red uniform making a jump in a dirt bike race,A man in a red uniform is making a jump in a dirt bike race,contradiction
Rugby players are not tackling each other,A soccer player is being tackled by his opponent,neutral
A white dog is standing on fallen leaves,A white dog is lying on fallen leaves,neutral
A child in clothing which is light colored is standing with his arms extended outward,A child in light colored clothing is standing with his arms extended outward,entailment
The boy and girl are not playing on a playground,The boy and girl are playing on the outdoor gym,neutral
The motocross rider is standing naked,"A biker with a blue jacket, black pants and a white helmet is driving on dirt and people are watching",neutral
The rider on the blue and black motocross bike is not wearing the pants,"A biker with a blue jacket, black pants and a white helmet is driving on dirt and people are watching",neutral
A trick is being performed by a rollerblader on a ramp,A rollerblader is performing a trick on a ramp,entailment
A group of football players is standing still in the field,The crowd is watching a football game,neutral
The group of people is standing together and looking at the camera,A group of people is standing together and looking at the camera,entailment
A brown dog is running across the yard with a toy in its mouth,There is no brown dog running across the yard with a toy in its mouth,contradiction
There is no young boy jumping in the air with his knees bent and arms spread,A person with a green shirt is jumping high over the grass,neutral
A cigarette is being smoked by the man in the straw hat,A man is wearing a straw hat and smoking a cigarette,entailment
A man is wearing a blue shirt which has long sleeves and jeans and is riding a unicycle down a street,A man is wearing a blue checkered shirt and riding a unicycle in the street,neutral
Small children are climbing a statue in a park,Two children are playing on a statue,neutral
A tower is being looked at by a blonde lady,A woman is looking at the view of a city,neutral
A man is standing on the top of the rocks with clouds behind them,Somebody is standing on a mountain top,neutral
A child is smiling at the camera and swimming underwater,A child is swimming underwater in a pool,neutral
An American footballer is wearing the red and white strip,A football player is wearing black armbands,neutral
The little girl is swinging and the woman is standing behind her,"The girl, who is little, is swinging and the woman is standing behind",entailment
A small child is showing excitement on a swing set at the park,"The girl, who is little, is swinging and the woman is standing behind",neutral
A surfer is riding the wave,A man is falling off a surfboard in the water,neutral
The group of people is sitting in a dim room,The group of people is sitting in a room which is dim,entailment
A man and two women in a dark room are sitting at a table with candles,The group of people is sitting in a dim room,entailment
A man and two women in a darkened room are sitting at a table with candles,The group of dim people is sitting in a room,neutral
A man in a white shirt and sunglasses and a man in a black shirt and sunglasses are sitting at a table with four bottles of beer,A man in a white shirt and sunglasses and a man in a black shirt and sunglasses are sitting at a table with four beer bottles,entailment
The woman is not wearing a red jacket and is not holding a glass in front of the man in a white t-shirt,A person is wearing a red jacket and holding a beer,neutral
A child is watching someone playing outdoors and is spouting water over the rest of his family ,A boy is holding a hose next to a man and another boy is watching,neutral
There is no football player in a purple jersey running with the ball for a touchdown,A football player is running past an official carrying a football,neutral
A football player is carrying an official past a rolling football,A football player in a purple jersey is running with the ball for a touchdown,neutral
A young girl in a blue leotard is jumping in the air,A young girl in a leotard colored in blue is jumping in the air,entailment
The young girl in blue is jumping in the air,A young girl in blue is jumping in the air,entailment
The bunch of men are playing rugby on a field full of mud,Some men are playing rugby,entailment
A person is looking at a bike designed for motocross that is lying on its side and another is racing by,The bike rider is looking at an accident of another bike rider,neutral
There is no little boy wearing a green soccer strip and running on the grass,A little boy is wearing a green soccer strip and is running on the grass,contradiction
The man at the beach is not doing a handstand on the wet sand at the edge of the water,The man is doing a handstand on the wet sand at the edge of the water at the beach,contradiction
A young mother is playing with her boy in the park,A young boy is playing in the park with his mother,entailment
A man is spraying a super soaker into the mouth of a dog,There is no man spraying a super soaker into the mouth of a dog,contradiction
There is no man spraying a super soaker into the mouth of a dog,A man is squirting water into the mouth of a white dog with a squirt gun,neutral
A boy under an umbrella is being held by his father who is wearing a blue coat,"A boy, who is wearing a blue coat, is being held by his father under an umbrella ",neutral
A boy under an umbrella is being held by his father who is wearing a blue coat,A child is experiencing a new world,neutral
A dog is playing alone on a beach covered by snow,A dog is walking along a snowdrift,neutral
A surfer is riding a big wave across dark green water,The surfer is riding a small wave,contradiction
A tennis player is lunging to the left,A tennis player is jumping to the left,entailment
Two dogs are looking at something that is splashing in the water,Some dogs are not playing in a stream,neutral
A man in a blue cowboy hat is riding a white horse,A man in blue is riding a horse on a dirt road,neutral
Two white dogs are playing with a brown dog and a tennis ball,Two white dogs are playing with a brown dog and a ball,entailment
A person in a pink jacket is running onto the field,Four athletes are with a woman in a crowded stadium,neutral
A woman dressed in elegant clothing is inside a crowd of people and is looking up,A woman dressed in elegant clothing is inside a crowd of people and is looking down,neutral
An Asian woman is holding a fur scarf,An elegant woman is inside a crowd of people and is looking down,neutral
A kid in a white t-shirt is splashing in shallow water,A boy is running through the water at the beach,neutral
A girl is running through the water at the beach,A boy in a white t-shirt is splashing in shallow water,neutral
A boy in a white t-shirt is splashing in shallow water,A boy is running through the water at the beach,neutral
The kids are not wearing suits and water is splashing around,Children in swimming suits are playing in the water,neutral
